chr	start	end	strand	gene
chr3	184359605	184363605	-	CLCN2
chr3	184333928	184337928	+	FAM131A
chr3	184377688	184381688	-	THPO
chr3	184378072	184382072	+	CHRD
chr3	184312605	184316605	+	EIF4G1
chr3	184376207	184380207	-	THPO
chr3	184378309	184382309	+	CHRD
chr3	184359709	184363709	+	POLR2H
chr3	184333925	184337925	+	FAM131A
chr3	184336832	184340832	+	FAM131A
chr3	184359713	184363713	+	POLR2H
chr3	184360982	184364982	+	POLR2H
chr3	184359716	184363716	+	POLR2H
chr3	184318262	184322262	+	EIF4G1
chr3	184312494	184316494	+	EIF4G1
chr3	184313163	184317163	+	EIF4G1
chr3	184335599	184339599	+	FAM131A
chr3	184559784	184563784	+	EPHB3
chr3	184710064	184714064	-	MAGEF1
chr3	185151060	185155060	-	C3orf70
chr3	185550588	185554588	-	LIPH
chr3	185497035	185501035	-	TMEM41A
chr3	185936014	185940014	-	TRA2B
chr3	186107089	186111089	-	ETV5
chr3	186542380	186546380	-	CRYGS
chr3	186568719	186572719	+	DNAJB11
chr3	186568318	186572318	-	TBCCD1
chr3	186611059	186615059	+	AHSG
chr3	186568543	186572543	-	TBCCD1
chr3	186565339	186569339	-	TBCCD1
chr3	186664013	186668013	+	HRG
chr3	186715358	186719358	+	KNG1
chr3	186840709	186844709	+	ADIPOQ
chr3	186804695	186808695	-	RFC4
chr3	186781576	186785576	+	EIF4A2
chr3	186804482	186808482	-	RFC4
chr3	187137496	187141496	-	RPL39L
chr3	187289737	187293737	-	MASP1
chr3	187195485	187199485	+	RTP1
chr3	187366384	187370384	+	RTP4
chr3	187668394	187672394	-	SST
chr3	187700557	187704557	-	RTP2
chr3	187732907	187736907	-	BCL6
chr3	187734501	187738501	-	BCL6
chr3	187743468	187747468	-	BCL6
chr3	190386162	190390162	+	CLDN16
chr3	190860694	190864694	-	GMNC
chr3	191328536	191332536	-	UTS2B
chr3	191459162	191463162	+	PYDC2
chr3	193239221	193243221	+	PLAAT1
chr3	194134147	194138147	+	HES1
chr3	194349328	194353328	-	CPN2
chr3	194367743	194371743	-	LRRC15
chr3	194485002	194489002	-	ATP13A3
chr3	194397266	194401266	-	GP5
chr3	194466239	194470239	-	ATP13A3
chr3	194631419	194635419	-	TMEM44
chr3	194683882	194687882	+	FAM43A
chr3	195541325	195545325	-	PPP1R2
chr3	195581940	195585940	-	APOD
chr3	195718881	195722881	+	MUC20
chr3	195809929	195813929	-	MUC4
chr3	195809973	195813973	-	MUC4
chr3	195718977	195722977	+	MUC20
chr3	195893348	195897348	-	TNK2
chr3	195890784	195894784	-	TNK2
chr3	195890744	195894744	-	TNK2
chr3	195893942	195897942	-	TNK2
chr3	195906551	195910551	-	TNK2
chr3	196080090	196084090	-	TFRC
chr3	196209400	196213400	-	ZDHHC19
chr3	196285726	196289726	-	PCYT1A
chr3	196316240	196320240	-	TCTEX1D2
chr3	196336388	196340388	-	TM4SF19
chr3	196214533	196218533	+	SLC51A
chr3	196430427	196434427	-	UBXN7
chr3	196566554	196570554	-	WDR53
chr3	196566674	196570674	-	WDR53
chr3	196513346	196517346	-	SMCO1
chr3	196566659	196570659	+	FBXO45
chr3	196710250	196714250	-	CEP19
chr3	196710376	196714376	+	PIGX
chr3	196637693	196641693	+	NRROS
chr3	196737856	196741856	+	PAK2
chr3	196940528	196944528	-	NCBP2
chr3	196940673	196944673	+	NCBP2AS2
chr3	196940440	196944440	-	NCBP2
chr3	196940593	196944593	-	NCBP2
chr3	196966833	196970833	-	PIGZ
chr3	197027817	197031817	-	MELTF
chr3	197747882	197751882	+	FYTTD1
chr3	197747552	197751552	+	FYTTD1
chr3	197734926	197738926	-	RUBCN
chr3	197747699	197751699	-	RUBCN
chr3	197734904	197738904	-	RUBCN
chr3	197789225	197793225	+	LRCH3
chr3	197789253	197793253	+	LRCH3
chr3	197958199	197962199	+	LMLN
chr3	197948189	197952189	+	RPL35A
chr4	8438723	8442723	-	ACOX3
chr4	16896809	16900809	-	LDB2
chr4	16896645	16900645	-	LDB2
chr4	8426448	8430448	-	ACOX3
chr4	41933428	41937428	+	TMEM33
chr4	109300658	109304658	-	COL25A1
chr4	75512430	75516430	-	RCHY1
chr4	176063840	176067840	+	WDR17
chr4	151013284	151017284	-	LRBA
chr4	142844301	142848301	-	INPP4B
chr4	142844535	142848535	-	INPP4B
chr4	151013267	151017267	-	LRBA
chr4	151013497	151017497	-	LRBA
chr4	151013727	151017727	-	LRBA
chr4	5049479	5053479	+	STK32B
chr4	6267849	6271849	+	WFS1
chr4	4224929	4228929	-	OTOP1
chr4	3072680	3076680	+	HTT
chr4	7190537	7194537	+	SORCS2
chr4	2240121	2244121	-	POLN
chr4	15701064	15705064	+	BST1
chr4	17808978	17812978	+	NCAPG
chr4	24470905	24474905	-	PPARGC1A
chr4	20982009	20986009	-	KCNIP4
chr4	21542656	21546656	-	KCNIP4
chr4	21695695	21699695	-	KCNIP4
chr4	21301906	21305906	-	KCNIP4
chr4	21946751	21950751	-	KCNIP4
chr4	26161457	26165457	+	RBPJ
chr4	41212542	41216542	-	APBB2
chr4	38802791	38806791	-	TLR1
chr4	39975911	39979911	-	PDS5A
chr4	48267838	48271838	-	TEC
chr4	42890712	42894712	+	GRXCR1
chr4	47029566	47033566	+	GABRB1
chr4	55590245	55594245	-	PDCL2
chr4	53556269	53560269	-	LNX1
chr4	53589486	53593486	-	LNX1
chr4	61200171	61204171	+	ADGRL3
chr4	61199229	61203229	+	ADGRL3
chr4	71185258	71189258	+	SLC4A4
chr4	74443135	74447135	+	AREG
chr4	69212748	69216748	-	UGT2B11
chr4	72567221	72571221	-	ADAMTS3
chr4	71184764	71188764	+	SLC4A4
chr4	82889280	82893280	-	SEC31A
chr4	77509752	77513752	+	CXCL13
chr4	80333729	80337729	+	CFAP299
chr4	76433228	76437228	+	SHROOM3
chr4	82889153	82893153	-	SEC31A
chr4	80333719	80337719	+	CFAP299
chr4	82898571	82902571	-	SEC31A
chr4	85825936	85829936	+	ARHGAP24
chr4	85928015	85932015	+	ARHGAP24
chr4	85776797	85780797	+	ARHGAP24
chr4	86933001	86937001	+	AFF1
chr4	87005000	87009000	+	AFF1
chr4	90125393	90129393	+	CCSER1
chr4	84964690	84968690	-	WDFY3
chr4	87004987	87008987	+	AFF1
chr4	85473149	85477149	+	ARHGAP24
chr4	95546973	95550973	-	UNC5C
chr4	92301965	92305965	+	GRID2
chr4	99562129	99566129	+	MTTP
chr4	99562077	99566077	+	MTTP
chr4	92302398	92306398	+	GRID2
chr4	98656611	98660611	-	TSPAN5
chr4	105893470	105897470	+	NPNT
chr4	107987888	107991888	+	HADH
chr4	102758968	102762968	-	MANBA
chr4	107034313	107038313	-	DKK2
chr4	112815996	112819996	+	ANK2
chr4	113114696	113118696	+	ANK2
chr4	113047413	113051413	+	ANK2
chr4	112858986	112862986	+	ANK2
chr4	110196615	110200615	-	ELOVL6
chr4	112704017	112708017	+	ANK2
chr4	113047652	113051652	+	ANK2
chr4	119626084	119630084	-	PDE5A
chr4	119625737	119629737	-	PDE5A
chr4	119626804	119630804	-	PDE5A
chr4	127963173	127967173	-	MFSD8
chr4	129091539	129095539	-	SCLT1
chr4	127963963	127967963	-	MFSD8
chr4	133147293	133151293	+	PCDH10
chr4	139452120	139456120	+	RAB33B
chr4	144644155	144648155	+	HHIP
chr4	147730087	147734087	+	ARHGAP10
chr4	143698675	143702675	-	FREM3
chr4	146943864	146947864	-	TTC29
chr4	146943886	146947886	-	TTC29
chr4	157218727	157222727	+	GRIA2
chr4	157218618	157222618	+	GRIA2
chr4	157218331	157222331	+	GRIA2
chr4	157218119	157222119	+	GRIA2
chr4	155171722	155175722	+	NPY2R
chr4	162162034	162166034	-	FSTL5
chr4	163611534	163615534	-	MARCHF1
chr4	164381255	164385255	-	MARCHF1
chr4	162162000	162166000	-	FSTL5
chr4	171811403	171815403	+	GALNTL6
chr4	168495051	168499051	+	PALLD
chr4	168629577	168633577	+	PALLD
chr4	182241401	182245401	+	TENM3
chr4	186721856	186725856	-	FAT1
chr4	185773854	185777854	-	SORBS2
chr4	185810256	185814256	-	SORBS2
chr4	185954372	185958372	-	SORBS2
chr4	185654969	185658969	-	SORBS2
chr4	185809104	185813104	-	SORBS2
chr4	185654746	185658746	-	SORBS2
chr4	185808894	185812894	-	SORBS2
chr4	824129	828129	-	CPLX1
chr4	497199	501199	+	PIGG
chr4	122475	126475	+	ZNF718
chr4	497209	501209	+	PIGG
chr4	930316	934316	-	GAK
chr4	649951	653951	+	PDE6B
chr4	122500	126500	+	ZNF718
chr4	126120	130120	+	ZNF718
chr4	623572	627572	+	PDE6B
chr4	651176	655176	+	PDE6B
chr4	1710319	1714319	-	SLBP
chr4	1854156	1858156	-	LETM1
chr4	1206962	1210962	-	SPON2
chr4	1307442	1311442	+	MAEA
chr4	1287890	1291890	+	MAEA
chr4	1307790	1311790	+	MAEA
chr4	1890781	1894781	+	NSD2
chr4	1869392	1873392	+	NSD2
chr4	2416645	2420645	-	ZFYVE28
chr4	2961570	2965570	+	GRK4
chr4	2841843	2845843	+	ADD1
chr4	2842149	2846149	+	ADD1
chr4	2533374	2537374	+	FAM193A
chr4	2841856	2845856	+	ADD1
chr4	2754336	2758336	-	TNIP2
chr4	2467105	2471105	+	RNF4
chr4	2467452	2471452	+	RNF4
chr4	2362814	2366814	-	ZFYVE28
chr4	2534646	2538646	+	FAM193A
chr4	3312146	3316146	+	RGS12
chr4	3368197	3372197	+	RGS12
chr4	4459972	4463972	-	STX18
chr4	4540343	4544343	-	STX18
chr4	4540048	4544048	-	STX18
chr4	5707548	5711548	-	EVC2
chr4	6192619	6196619	-	JAKMIP1
chr4	6198549	6202549	-	JAKMIP1
chr4	5706559	5710559	-	EVC2
chr4	5709200	5713200	+	EVC
chr4	6470614	6474614	-	PPP2R2C
chr4	6561799	6565799	-	PPP2R2C
chr4	6780731	6784731	+	KIAA0232
chr4	6780726	6784726	+	KIAA0232
chr4	6907443	6911443	+	TBC1D14
chr4	6907825	6911825	+	TBC1D14
chr4	6553615	6557615	-	PPP2R2C
chr4	8156813	8160813	-	ABLIM2
chr4	7937926	7941926	-	AFAP1
chr4	8069988	8073988	-	ABLIM2
chr4	7870308	7874308	-	AFAP1
chr4	7937861	7941861	-	AFAP1
chr4	9171172	9175172	+	FAM90A26
chr4	10038248	10042248	-	SLC2A9
chr4	10114799	10118799	-	WDR1
chr4	10019497	10023497	-	SLC2A9
chr4	11426894	11430894	-	HS3ST1
chr4	10682768	10686768	-	CLNK
chr4	13482365	13486365	-	RAB28
chr4	13482340	13486340	-	RAB28
chr4	15477211	15481211	+	CC2D2A
chr4	15467881	15471881	+	CC2D2A
chr4	15467864	15471864	+	CC2D2A
chr4	16081729	16085729	-	PROM1
chr4	16074118	16078118	-	PROM1
chr4	16081336	16085336	-	PROM1
chr4	16082023	16086023	-	PROM1
chr4	17779621	17783621	-	FAM184B
chr4	18019875	18023875	-	LCORL
chr4	20249904	20253904	+	SLIT2
chr4	20698457	20702457	+	PACRGL
chr4	20880710	20884710	-	KCNIP4
chr4	20848668	20852668	-	KCNIP4
chr4	22514066	22518066	-	ADGRA3
chr4	22690913	22694913	+	GBA3
chr4	22712088	22716088	+	GBA3
chr4	23888047	23892047	-	PPARGC1A
chr4	23879292	23883292	-	PPARGC1A
chr4	24910978	24914978	-	CCDC149
chr4	24978204	24982204	-	CCDC149
chr4	24911042	24915042	-	CCDC149
chr4	25860988	25864988	-	SEL1L3
chr4	25861566	25865566	-	SEL1L3
chr4	26582083	26586083	+	TBC1D19
chr4	26317745	26321745	+	RBPJ
chr4	26319227	26323227	+	RBPJ
chr4	26858840	26862840	+	STIM2
chr4	26581923	26585923	+	TBC1D19
chr4	26341139	26345139	+	RBPJ
chr4	26319013	26323013	+	RBPJ
chr4	30718368	30722368	+	PCDH7
chr4	36279615	36283615	+	DTHD1
chr4	36242514	36246514	-	ARAP2
chr4	37684376	37688376	-	RELL1
chr4	37451924	37455924	+	C4orf19
chr4	37242742	37246742	+	NWD2
chr4	37889083	37893083	+	TBC1D1
chr4	38662198	38666198	+	KLF3
chr4	38865805	38869805	+	FAM114A1
chr4	39180528	39184528	+	WDR19
chr4	39042830	39046830	+	KLHL5
chr4	39625121	39629121	-	SMIM14
chr4	39696135	39700135	+	UBE2K
chr4	39364362	39368362	-	RFC1
chr4	39636865	39640865	-	SMIM14
chr4	39975956	39979956	-	PDS5A
chr4	40054849	40058849	+	N4BP2
chr4	40747954	40751954	+	NSUN7
chr4	40195030	40199030	+	RHOH
chr4	40191648	40195648	+	RHOH
chr4	40189079	40193079	+	RHOH
chr4	40513985	40517985	-	RBM47
chr4	40190966	40194966	+	RHOH
chr4	40190958	40194958	+	RHOH
chr4	40627864	40631864	-	RBM47
chr4	40194906	40198906	+	RHOH
chr4	40512581	40516581	-	RBM47
chr4	40628594	40632594	-	RBM47
chr4	41610901	41614901	+	LIMCH1
chr4	41610708	41614708	+	LIMCH1
chr4	41358806	41362806	+	LIMCH1
chr4	41536156	41540156	+	LIMCH1
chr4	41357606	41361606	+	LIMCH1
chr4	42655105	42659105	-	ATP8A1
chr4	41988529	41992529	+	SLC30A9
chr4	44676419	44680419	+	GUF1
chr4	44676394	44680394	+	GUF1
chr4	44446809	44450809	-	KCTD8
chr4	46388300	46392300	-	GABRA2
chr4	46388128	46392128	-	GABRA2
chr4	46907245	46911245	-	COX7B2
chr4	46387409	46391409	-	GABRA2
chr4	46991581	46995581	-	GABRA4
chr4	46387035	46391035	-	GABRA2
chr4	47836067	47840067	-	CORIN
chr4	48010945	48014945	-	CNGA1
chr4	47979535	47983535	-	CNGA1
chr4	47483274	47487274	+	ATP10D
chr4	47836106	47840106	-	CORIN
chr4	48014681	48018681	-	CNGA1
chr4	48132250	48136250	-	TXK
chr4	48778279	48782279	-	FRYL
chr4	48984641	48988641	+	CWH43
chr4	48904828	48908828	-	OCIAD2
chr4	48339528	48343528	+	SLAIN2
chr4	48904774	48908774	-	OCIAD2
chr4	48984274	48988274	+	CWH43
chr4	51841152	51845152	+	DCUN1D4
chr4	51840999	51844999	+	DCUN1D4
chr4	51841578	51845578	+	DCUN1D4
chr4	52036299	52040299	-	SGCB
chr4	53364061	53368061	-	SCFD2
chr4	54227292	54231292	+	PDGFRA
chr4	54231959	54235959	+	PDGFRA
chr4	54231099	54235099	+	PDGFRA
chr4	55544909	55548909	-	CLOCK
chr4	55543932	55547932	-	CLOCK
chr4	56385491	56389491	-	AASDH
chr4	56465616	56469616	+	SRP72
chr4	55946944	55950944	+	CEP135
chr4	55817789	55821789	+	EXOC1L
chr4	56168194	56172194	+	CRACD
chr4	56385508	56389508	-	AASDH
chr4	56976895	56980895	+	POLR2B
chr4	56976639	56980639	+	POLR2B
chr4	64407450	64411450	-	TECRL
chr4	64407460	64411460	-	TECRL
chr4	65667488	65671488	-	EPHA5
chr4	65668489	65672489	-	EPHA5
chr4	65668495	65672495	-	EPHA5
chr4	67543503	67547503	-	CENPC
chr4	67699155	67703155	-	UBA6
chr4	69049263	69053263	+	UGT2B7
chr4	68949804	68953804	-	UGT2A3
chr4	68574322	68578322	-	UGT2B17
chr4	69637642	69641642	-	UGT2A2
chr4	69651247	69655247	-	UGT2A1
chr4	69758620	69762620	-	SULT1B1
chr4	69645698	69649698	-	UGT2A1
chr4	70702936	70706936	+	RUFY3
chr4	70719963	70723963	+	RUFY3
chr4	70732409	70736409	+	RUFY3
chr4	70381130	70385130	+	SMR3B
chr4	70900368	70904368	+	MOB1B
chr4	72037131	72041131	+	NPFFR2
chr4	71337019	71341019	+	SLC4A4
chr4	72029999	72033999	+	NPFFR2
chr4	73221057	73225057	-	ANKRD17
chr4	73256798	73260798	-	ANKRD17
chr4	74156117	74160117	+	MTHFD2L
chr4	74156107	74160107	+	MTHFD2L
chr4	74121272	74125272	+	MTHFD2L
chr4	74931115	74935115	+	PARM1
chr4	76009189	76013189	+	ART3
chr4	76249699	76253699	+	FAM47E-STBD1
chr4	75628528	75632528	-	CDKL2
chr4	75722521	75726521	+	USO1
chr4	76021497	76025497	-	CXCL10
chr4	75722576	75726576	+	USO1
chr4	75900452	75904452	-	PPEF2
chr4	77073972	77077972	-	CCNI
chr4	77072910	77076910	-	CCNI
chr4	77073989	77077989	-	CCNI
chr4	77817368	77821368	-	CNOT6L
chr4	78055569	78059569	+	FRAS1
chr4	78055322	78059322	+	FRAS1
chr4	77817064	77821064	-	CNOT6L
chr4	77818269	77822269	-	CNOT6L
chr4	78774377	78778377	+	BMP2K
chr4	80071229	80075229	-	ANTXR2
chr4	80071472	80075472	-	ANTXR2
chr4	81152157	81156157	-	PRKG2
chr4	81213222	81217222	-	PRKG2
chr4	81213117	81217117	-	PRKG2
chr4	82796796	82800796	-	SCD5
chr4	82428589	82432589	+	ENOPH1
chr4	82796857	82800857	-	SCD5
chr4	83107889	83111889	-	PLAC8
chr4	83112729	83116729	-	PLAC8
chr4	83008834	83012834	-	LIN54
chr4	83008823	83012823	-	LIN54
chr4	83010941	83014941	-	LIN54
chr4	86358053	86362053	-	MAPK10
chr4	86592314	86596314	+	PTPN13
chr4	86368867	86372867	-	MAPK10
chr4	86352644	86356644	-	MAPK10
chr4	86451195	86455195	-	MAPK10
chr4	87218268	87222268	-	KLHL8
chr4	87218618	87222618	-	KLHL8
chr4	87420575	87424575	+	NUDT9
chr4	87420572	87424572	+	NUDT9
chr4	87420596	87424596	+	NUDT9
chr4	88455118	88459118	+	HERC5
chr4	88821361	88825361	-	FAM13A
chr4	89055185	89059185	-	FAM13A
chr4	88590479	88594479	+	HERC3
chr4	88229626	88233626	-	ABCG2
chr4	88521842	88525842	+	HERC3
chr4	89834976	89838976	-	SNCA
chr4	89892853	89896853	+	MMRN1
chr4	89305800	89309800	-	GPRIN3
chr4	89835161	89839161	-	SNCA
chr4	89836304	89840304	-	SNCA
chr4	89877510	89881510	+	MMRN1
chr4	89834240	89838240	-	SNCA
chr4	90233030	90237030	+	CCSER1
chr4	94205864	94209864	+	SMARCAD1
chr4	94205607	94209607	+	SMARCAD1
chr4	94449856	94453856	+	PDLIM5
chr4	94449941	94453941	+	PDLIM5
chr4	95089490	95093490	+	BMPR1B
chr4	95049676	95053676	+	BMPR1B
chr4	94755954	94759954	+	BMPR1B
chr4	94994231	94998231	+	BMPR1B
chr4	98259383	98263383	+	RAP1GDS1
chr4	98141476	98145476	-	STPG2
chr4	99350746	99354746	-	ADH1C
chr4	100516022	100520022	-	EMCN
chr4	101345526	101349526	-	PPP3CA
chr4	101788606	101792606	+	BANK1
chr4	101811841	101815841	+	BANK1
chr4	101788729	101792729	+	BANK1
chr4	102866991	102870991	+	CISD2
chr4	103074761	103078761	-	SLC9B2
chr4	103075319	103079319	-	SLC9B2
chr4	103717985	103721985	-	TACR3
chr4	103196343	103200343	-	CENPE
chr4	103017705	103021705	-	SLC9B1
chr4	105708812	105712812	+	GSTCD
chr4	105472070	105476070	-	PPA2
chr4	105706783	105710783	+	GSTCD
chr4	105550619	105554619	+	ARHGEF38
chr4	105472062	105476062	-	PPA2
chr4	105144875	105148875	+	TET2
chr4	106314683	106318683	-	TBCK
chr4	106314209	106318209	-	TBCK
chr4	107822562	107826562	+	SGMS2
chr4	107822931	107826931	+	SGMS2
chr4	108164797	108168797	-	LEF1
chr4	108166956	108170956	-	LEF1
chr4	108648584	108652584	+	OSTC
chr4	108648598	108652598	+	OSTC
chr4	108166932	108170932	-	LEF1
chr4	109825971	109829971	+	RRH
chr4	109910882	109914882	+	EGF
chr4	109558245	109562245	+	MCUB
chr4	109431714	109435714	+	SEC24B
chr4	109431814	109435814	+	SEC24B
chr4	110640123	110644123	-	PITX2
chr4	110474154	110478154	+	ENPEP
chr4	112295368	112299368	+	ALPK1
chr4	112295342	112299342	+	ALPK1
chr4	112634995	112638995	-	ZGRF1
chr4	112634909	112638909	-	ZGRF1
chr4	113759738	113763738	-	CAMK2D
chr4	113977647	113981647	-	ARSJ
chr4	113290838	113294838	+	ANK2
chr4	113759927	113763927	-	CAMK2D
chr4	115111620	115115620	-	NDST4
chr4	118032485	118036485	+	NDST3
chr4	118834126	118838126	-	SEC24D
chr4	118886853	118890853	+	SYNPO2
chr4	118848680	118852680	+	SYNPO2
chr4	119210626	119214626	+	USP53
chr4	119133831	119137831	+	MYOZ2
chr4	118886840	118890840	+	SYNPO2
chr4	119210712	119214712	+	USP53
chr4	120064848	120068848	-	MAD2L1
chr4	120920726	120924726	-	PRDM5
chr4	121379018	121383018	-	QRFPR
chr4	121950060	121954060	-	TRPC3
chr4	121931113	121935113	-	TRPC3
chr4	122377517	122381517	+	ADAD1
chr4	122168602	122172602	+	KIAA1109
chr4	122377010	122381010	+	ADAD1
chr4	122150330	122154330	+	KIAA1109
chr4	122921077	122925077	+	SPATA5
chr4	125312954	125316954	+	FAT4
chr4	127781522	127785522	+	HSPA4L
chr4	127779795	127783795	+	HSPA4L
chr4	127780321	127784321	+	HSPA4L
chr4	127630956	127634956	+	INTU
chr4	128807977	128811977	+	JADE1
chr4	128809843	128813843	+	JADE1
chr4	128807699	128811699	+	JADE1
chr4	128059311	128063311	+	LARP1B
chr4	128809269	128813269	+	JADE1
chr4	128809287	128813287	+	JADE1
chr4	129094151	129098151	+	C4orf33
chr4	129091711	129095711	+	C4orf33
chr4	139082224	139086224	-	ELF2
chr4	139175218	139179218	-	ELF2
chr4	139082414	139086414	-	ELF2
chr4	139299504	139303504	+	NAA15
chr4	140341442	140345442	+	SCOC
chr4	140341460	140345460	+	SCOC
chr4	140152184	140156184	-	MAML3
chr4	140255307	140259307	+	SCOC
chr4	139663767	139667767	+	MGST2
chr4	140371509	140375509	+	SCOC
chr4	140371645	140375645	+	SCOC
chr4	140754385	140758385	-	TBC1D9
chr4	141131469	141135469	-	RNF150
chr4	141634582	141638582	+	IL15
chr4	142403446	142407446	-	INPP4B
chr4	142403859	142407859	-	INPP4B
chr4	142472421	142476421	-	INPP4B
chr4	142558755	142562755	-	INPP4B
chr4	142303944	142307944	-	INPP4B
chr4	142401133	142405133	-	INPP4B
chr4	142473746	142477746	-	INPP4B
chr4	142303832	142307832	-	INPP4B
chr4	143334875	143338875	+	GAB1
chr4	143511701	143515701	+	SMARCA5
chr4	145095382	145099382	-	ANAPC10
chr4	145479852	145483852	+	SMAD1
chr4	145480804	145484804	+	SMAD1
chr4	145480333	145484333	+	SMAD1
chr4	145096219	145100219	-	ANAPC10
chr4	145096196	145100196	-	ANAPC10
chr4	145096541	145100541	-	ANAPC10
chr4	145617384	145621384	+	MMAA
chr4	145479649	145483649	+	SMAD1
chr4	145479305	145483305	+	SMAD1
chr4	145936823	145940823	-	ZNF827
chr4	146519940	146523940	-	SLC10A7
chr4	148442698	148446698	-	NR3C2
chr4	148440414	148444414	-	NR3C2
chr4	149813843	149817843	-	IQCM
chr4	150076444	150080444	+	DCLK2
chr4	151173552	151177552	-	SH3D19
chr4	151407175	151411175	+	FAM160A1
chr4	151224508	151228508	-	SH3D19
chr4	151225909	151229909	-	SH3D19
chr4	151224420	151228420	-	SH3D19
chr4	151323605	151327605	-	SH3D19
chr4	152777936	152781936	+	ARFIP1
chr4	152940982	152944982	+	FHDC1
chr4	152533241	152537241	-	FBXW7
chr4	152777953	152781953	+	ARFIP1
chr4	152534092	152538092	-	FBXW7
chr4	152533033	152537033	-	FBXW7
chr4	152934322	152938322	+	FHDC1
chr4	153150333	153154333	+	TRIM2
chr4	153202442	153206442	+	TRIM2
chr4	153150162	153154162	+	TRIM2
chr4	153202413	153206413	+	TRIM2
chr4	153464359	153468359	+	TMEM131L
chr4	153342687	153346687	+	MND1
chr4	153342648	153346648	+	MND1
chr4	153151077	153155077	+	TRIM2
chr4	153464345	153468345	+	TMEM131L
chr4	153758024	153762024	-	RNF175
chr4	154779271	154783271	+	RBM46
chr4	154489799	154493799	-	DCHS2
chr4	154779504	154783504	+	RBM46
chr4	155664847	155668847	+	GUCY1A1
chr4	155864277	155868277	-	ASIC5
chr4	155665661	155669661	+	GUCY1A1
chr4	157074124	157078124	+	GLRB
chr4	157074402	157078402	+	GLRB
chr4	156969799	156973799	-	PDGFC
chr4	157074149	157078149	+	GLRB
chr4	159226482	159230482	+	RAPGEF2
chr4	158519713	158523713	+	RXFP1
chr4	159033229	159037229	-	C4orf45
chr4	158519881	158523881	+	RXFP1
chr4	158803838	158807838	+	FNIP2
chr4	159102050	159106050	+	RAPGEF2
chr4	159225631	159229631	+	RAPGEF2
chr4	158767025	158771025	+	FNIP2
chr4	165208018	165212018	+	KLHL2
chr4	165205617	165209617	+	KLHL2
chr4	165377007	165381007	+	CPE
chr4	165205560	165209560	+	KLHL2
chr4	164875177	164879177	+	APELA
chr4	164752130	164756130	+	SMIM31
chr4	165871236	165875236	+	TLL1
chr4	167232494	167236494	-	SPOCK3
chr4	167232590	167236590	-	SPOCK3
chr4	167232426	167236426	-	SPOCK3
chr4	168478492	168482492	-	DDX60L
chr4	168478514	168482514	-	DDX60L
chr4	168316752	168320752	-	DDX60
chr4	168090536	168094536	+	ANXA10
chr4	169610583	169614583	-	NEK1
chr4	169755944	169759944	-	HPF1
chr4	169268956	169272956	-	SH3RF1
chr4	170024395	170028395	-	MFAP3L
chr4	170001777	170005777	-	MFAP3L
chr4	173517144	173521144	-	SCRG1
chr4	173166810	173170810	+	GALNT7
chr4	174281903	174285903	+	CEP44
chr4	174827247	174831247	-	GLRA3
chr4	175811114	175815114	-	GPM6A
chr4	176000691	176004691	-	GPM6A
chr4	175785676	175789676	-	GPM6A
chr4	176790922	176794922	-	VEGFC
chr4	177307873	177311873	+	NEIL3
chr4	183097256	183101256	+	WWC2
chr4	184215873	184219873	-	ENPP6
chr4	184472550	184476550	-	IRF2
chr4	184647737	184651737	+	PRIMPOL
chr4	185207556	185211556	+	SNX25
chr4	185202236	185206236	+	SNX25
chr4	185469733	185473733	-	CCDC110
chr4	184810251	184814251	-	ACSL1
chr4	184813124	184817124	-	ACSL1
chr4	184823968	184827968	-	ACSL1
chr4	186225506	186229506	+	KLKB1
chr4	186102703	186106703	+	FAM149A
chr4	51284	55284	+	ZNF595
chr4	51320	55320	+	ZNF595
chr4	303474	307474	-	ZNF732
chr4	335813	339813	+	ZNF141
chr4	497156	501156	-	ZNF721
chr4	574295	578295	-	TMEM271
chr4	687151	691151	-	SLC49A3
chr4	672541	676541	+	MYL5
chr4	675921	679921	+	MYL5
chr4	703831	707831	+	PCGF3
chr4	672276	676276	-	ATP5ME
chr4	985043	989043	+	IDUA
chr4	1010463	1014463	+	FGFRL1
chr4	1009625	1013625	+	FGFRL1
chr4	930386	934386	+	TMEM175
chr4	930459	934459	+	TMEM175
chr4	1009971	1013971	+	FGFRL1
chr4	1010140	1014140	+	FGFRL1
chr4	971569	975569	-	DGKQ
chr4	991404	995404	-	SLC26A1
chr4	997709	1001709	+	IDUA
chr4	1111564	1115564	-	RNF212
chr4	1170583	1174583	-	SPON2
chr4	1171211	1175211	-	SPON2
chr4	1247990	1251990	-	CTBP1
chr4	1247130	1251130	-	CTBP1
chr4	1246728	1250728	-	CTBP1
chr4	1248355	1252355	-	CTBP1
chr4	1345207	1349207	+	UVSSA
chr4	1404442	1408442	-	NKX1-1
chr4	1345555	1349555	+	UVSSA
chr4	1681991	1685991	-	FAM53A
chr4	1682127	1686127	-	FAM53A
chr4	1682313	1686313	-	FAM53A
