chr	start_promoter	end_promoter	strand	gene_name
chr2	172041466	172045466	-	CBLN4
chr2	172246492	172250492	+	MC3R
chr2	172343565	172347565	+	FAM210B
chr2	172368535	172372535	-	AURKA
chr2	172368681	172372681	+	CSTF1
chr2	172391794	172395794	+	CASS4
chr2	172438556	172442556	+	RTFDC1
chr2	172456596	172460596	-	GCNT7
chr2	172470520	172474520	+	FAM209
chr2	172547593	172551593	+	TFAP2C
chr2	172938321	172942321	-	BMP7
chr2	172975700	172979700	+	SPO11
chr2	172998117	173002117	+	RAE1
chr2	173018498	173022498	+	RBM38
chr2	173117525	173121525	-	CTCFL
chr2	173151048	173155048	+	PCK1
chr2	173216923	173220923	-	ZBP1
chr2	173274533	173278533	-	PMEPA1
chr2	173520586	173524586	+	1700021F07RIK
chr2	173576365	173580365	-	ANKRD60
chr2	173657760	173661760	+	RAB22A
chr2	173717415	173721415	+	1700010B08RIK
chr2	173735511	173739511	+	VAPB
chr2	174074308	174078308	+	STX16
chr2	174108349	174112349	+	NPEPL1
chr2	174282320	174286320	+	GNAS
chr2	174344712	174348712	-	GM20721
chr2	174413804	174417804	+	NELFCD
chr2	174437039	174441039	-	CTSZ
chr2	174448695	174452695	+	TUBB1
chr2	174462105	174466105	-	ATP5E
chr2	174471081	174475081	-	SLMO2
chr2	174641534	174645534	+	ZFP831
chr2	174758619	174762619	+	EDN3
chr2	175008241	175012241	+	GM14444
chr2	175065781	175069781	-	GM14393
chr2	175140012	175144012	-	GM14399
chr2	175173871	175177871	-	GM14443
chr2	175204917	175208917	-	GM14391
chr2	175273125	175277125	+	GM14440
chr2	175336197	175340197	-	GM4631
chr2	175370436	175374436	+	GM4723
chr2	175433807	175437807	-	GM4724
chr2	175467985	175471985	+	GM8923
chr2	175641978	175645978	+	GM11007
chr2	175701646	175705646	-	GM4245
chr2	175739537	175743537	+	GM2007
chr2	175799093	175803093	-	GM14288
chr2	175867219	175871219	+	GM6710
chr2	175929100	175933100	-	GM8898
chr2	175963331	175967331	+	GM2026
chr2	176147825	176151825	-	GM2004
chr2	176224569	176228569	+	2210418O10RIK
chr2	176317494	176321494	-	GM11009
chr2	176421594	176425594	+	GM14435
chr2	176484783	176488783	-	GM14434
chr2	176519056	176523056	+	GM14431
chr2	176634344	176638344	-	GM14308
chr2	176668522	176672522	+	GM14306
chr2	176706328	176710328	+	GM14305
chr2	176796612	176800612	+	GM14295
chr2	176829140	176833140	+	GM14408
chr2	176925809	176929809	-	GM14296
chr2	176998956	177002956	+	GM14419
chr2	177072320	177076320	+	GM14401
chr2	177204421	177208421	-	GM14410
chr2	177265036	177269036	-	GM14409
chr2	177322307	177326307	-	GM14412
chr2	177396320	177400320	-	GM14418
chr2	177462733	177466733	+	GM14420
chr2	177496215	177500215	+	GM14403
chr2	177576210	177580210	-	GM14406
chr2	177757288	177761288	+	GM14322
chr2	177838336	177842336	-	GM14325
chr2	177895096	177899096	+	GM14327
chr2	177923613	177927613	-	C330013J21RIK
chr2	177955297	177959297	-	GM14326
chr2	178021284	178025284	+	ETOHI1
chr2	178076476	178080476	-	ZFP931
chr2	178116975	178120975	+	PHACTR3
chr2	178405685	178409685	-	SYCP2
chr2	178412472	178416472	-	PPP1R3D
chr2	178412524	178416524	+	FAM217B
chr2	178428531	178432531	+	CDH26
chr2	179440431	179444431	+	CDH4
chr2	179974646	179978646	-	TAF4
chr2	180022987	180026987	+	LSM14B
chr2	180040433	180044433	-	PSMA7
chr2	180040509	180044509	+	SS18L1
chr2	180068588	180072588	+	MTG2
chr2	180102488	180106488	-	HRH3
chr2	180117306	180121306	+	OSBPL2
chr2	180169485	180173485	+	ADRM1
chr2	180223859	180227859	-	LAMA5
chr2	180255377	180259377	+	RPS21
chr2	180271496	180275496	-	CABLES2
chr2	180287879	180291879	-	RBBP8NL
chr2	180332699	180336699	-	GATA5
chr2	180454245	180458245	+	SLCO4A1
chr2	180497976	180501976	+	NTSR1
chr2	180579304	180583304	+	MRGBP
chr2	180587245	180591245	+	OGFR
chr2	180595790	180599790	+	COL9A3
chr2	180640708	180644708	-	TCFL5
chr2	180707999	180711999	-	DIDO1
chr2	180708117	180712117	+	GID8
chr2	180723263	180727263	+	SLC17A9
chr2	180774900	180778900	-	BHLHE23
chr2	180918949	180922949	-	YTHDF1
chr2	180927023	180931023	+	BIRC7
chr2	180952699	180956699	-	NKAIN4
chr2	180965225	180969225	+	ARFGAP1
chr2	180984535	180988535	+	COL20A1
chr2	181041546	181045546	-	CHRNA4
chr2	181133300	181137300	-	KCNQ2
chr2	181155014	181159014	-	EEF1A2
chr2	181185247	181189247	+	PPDPF
chr2	181200789	181204789	-	PTK6
chr2	181211185	181215185	-	SRMS
chr2	181218013	181222013	+	BC051628
chr2	181240027	181244027	-	HELZ2
chr2	181286035	181290035	-	GMEB2
chr2	181312500	181316500	-	STMN3
chr2	181317739	181321739	+	RTEL1
chr2	181363404	181367404	-	ARFRP1
chr2	181362928	181366928	+	ZGPAT
chr2	181378078	181382078	+	LIME1
chr2	181457426	181461426	-	ZBTB46
chr2	181491206	181495206	+	ABHD16B
chr2	181495142	181499142	+	TPD52L2
chr2	181518485	181522485	+	DNAJC5
chr2	181582892	181586892	-	UCKL1
chr2	181590803	181594803	-	ZFP512B
chr2	181589868	181593868	+	PRPF6
chr2	181597212	181601212	-	SAMD10
chr2	181655034	181659034	+	GM29797
chr2	181669640	181673640	-	SOX18
chr2	181678310	181682310	+	TCEA2
chr2	181691977	181695977	-	RGS19
chr2	181696442	181700442	-	LKAAEAR1
chr2	181713016	181717016	+	OPRL1
chr2	181761332	181765332	+	MYT1
chr2	181835854	181839854	+	PCMTD2
chr2	181862337	181866337	+	POLR3K
chr2	181989226	181993226	+	GM14496
chr3	3506030	3510030	+	HNF4G
chr3	5216526	5220526	+	ZFHX4
chr3	5574239	5578239	-	PEX2
chr3	5748806	5752806	+	GM8797
chr3	6618443	6622443	-	1700008P02RIK
chr3	7364669	7368669	+	PKIA
chr3	7501483	7505483	+	ZC2HC1A
chr3	7611760	7615760	-	IL7
chr3	8507360	8511360	+	STMN2
chr3	8665256	8669256	-	HEY1
chr3	8921918	8925918	-	MRPS28
chr3	9002723	9006723	-	TPD52
chr3	9248602	9252602	+	ZBTB10
chr3	9608085	9612085	-	ZFP704
chr3	9831679	9835679	-	PAG1
chr3	10010548	10014548	+	FABP5
chr3	10086110	10090110	+	GM9833
chr3	10181929	10185929	-	PMP2
chr3	10195262	10199262	-	GM37389
chr3	10195283	10199283	-	FABP9
chr3	10206576	10210576	-	FABP4
chr3	10299183	10303183	-	FABP12
chr3	10329439	10333439	-	IMPA1
chr3	10333681	10337681	-	GM38303
chr3	10333656	10337656	-	SLC10A5
chr3	10349317	10353317	-	ZFAND1
chr3	10364907	10368907	+	CHMP4C
chr3	10438102	10442102	-	SNX16
chr3	13944393	13948393	+	RALYL
chr3	14478697	14482697	+	SLC7A12
chr3	14531788	14535788	+	LRRCC1
chr3	14576641	14580641	+	E2F5
chr3	14609285	14613285	-	1810022K09RIK
chr3	14639727	14643727	+	CAR13
chr3	14806368	14810368	-	CAR1
chr3	14861512	14865512	+	CAR3
chr3	14884273	14888273	+	CAR2
chr3	15330302	15334302	-	GM9733
chr3	15424520	15428520	-	SIRPB1A
chr3	15573065	15577065	-	SIRPB1B
chr3	15846528	15850528	-	SIRPB1C
chr3	16004437	16008437	-	GM5150
chr3	16181212	16185212	+	YTHDF3
chr3	17946410	17950410	+	CYPT12
chr3	18052174	18056174	+	BHLHE22
chr3	18241338	18245338	-	CYP7B1
chr3	19161065	19165065	-	ARMC1
chr3	19185327	19189327	+	MTFR1
chr3	19309322	19313322	-	PDE7A
chr3	19506595	19510595	+	DNAJC5B
chr3	19626677	19630677	-	1700064H15RIK
chr3	19642474	19646474	+	TRIM55
chr3	19693396	19697396	-	CRH
chr3	19955054	19959054	+	CP
chr3	20033315	20037315	-	HPS3
chr3	20055811	20059811	+	HLTF
chr3	20153317	20157317	-	GYG
chr3	20240181	20244181	-	CPA3
chr3	20273733	20277733	-	CPB1
chr3	20365177	20369177	-	AGTR1B
chr3	22074652	22078652	+	TBL1XR1
chr3	25142261	25146261	-	NAALADL2
chr3	26330460	26334460	-	NLGN1
chr3	26635620	26639620	+	SPATA16
chr3	27151878	27155878	-	ECT2
chr3	27180965	27184965	+	NCEH1
chr3	27315028	27319028	+	TNFSF10
chr3	27369351	27373351	+	GHSR
chr3	27709307	27713307	-	FNDC3B
chr3	27894368	27898368	-	TMEM212
chr3	27936695	27940695	+	PLD1
chr3	28261214	28265214	+	TNIK
chr3	28695903	28699903	+	SLC2A2
chr3	28779276	28783276	+	EIF5A2
chr3	28803436	28807436	+	RPL22L1
chr3	28890617	28894617	+	GM1527
chr3	29080023	29084023	+	EGFEM1
chr3	30546008	30550008	-	MECOM
chr3	30597939	30601939	-	ACTRT3
chr3	30600065	30604065	+	MYNN
chr3	30645869	30649869	-	LRRC34
chr3	30642507	30646507	+	LRRIQ4
chr3	30697843	30701843	-	LRRC31
chr3	30744293	30748293	+	SAMD7
chr3	30790875	30794875	+	SEC62
chr3	30853950	30857950	+	GPR160
chr3	30967415	30971415	-	PHC3
chr3	30993747	30997747	+	PRKCI
chr3	31093058	31097058	+	SKIL
chr3	31147920	31151920	+	CLDN11
chr3	31308378	31312378	-	SLC7A14
chr3	31900507	31904507	+	KCNMB2
chr3	32364014	32368014	-	ZMAT3
chr3	32395671	32399671	+	PIK3CA
chr3	32490231	32494231	-	KCNMB3
chr3	32508259	32512259	+	ZFP639
chr3	32527465	32531465	+	MFN1
chr3	32614585	32618585	-	GNB4
chr3	32704298	32708298	+	ACTL6A
chr3	32735605	32739605	-	MRPL47
chr3	32734990	32738990	+	NDUFB5
chr3	32815546	32819546	+	USP13
chr3	33141247	33145247	-	PEX5L
chr3	33797832	33801832	+	TTC14
chr3	33842310	33846310	-	CCDC39
chr3	34017943	34021943	+	FXR1
chr3	34079321	34083321	-	DNAJC19
chr3	34648405	34652405	+	SOX2
chr3	35752106	35756106	+	ATP11B
chr3	35935445	35939445	-	DCUN1D1
chr3	35998678	36002678	-	MCCC1
chr3	36051547	36055547	-	CCDC144B
chr3	36063979	36067979	+	ACAD9
chr3	36149017	36153017	+	D3ERTD254E
chr3	36220313	36224313	-	QRFPR
chr3	36473894	36477894	-	ANXA5
chr3	36473937	36477937	+	1810062G17RIK
chr3	36550606	36554606	+	EXOSC9
chr3	36570150	36574150	-	CCNA2
chr3	36611477	36615477	-	BBS7
chr3	36688167	36692167	-	TRPC3
chr3	36861104	36865104	+	4932438A13RIK
chr3	37061527	37065527	+	ADAD1
chr3	37123959	37127959	-	IL2
chr3	37230636	37234636	-	IL21
chr3	37310708	37314708	-	CETN4
chr3	37310554	37314554	+	BBS12
chr3	37346346	37350346	+	FGF2
chr3	37418211	37422211	-	NUDT6
chr3	37417896	37421896	+	SPATA5
chr3	37637947	37641947	+	SPRY1
chr3	37722490	37726490	-	GM5148
chr3	38482844	38486844	-	ANKRD50
chr3	38884940	38888940	+	FAT4
chr3	40529286	40533286	+	INTU
chr3	40706855	40710855	+	SLC25A31
chr3	40742495	40746495	+	HSPA4L
chr3	40798019	40802019	+	PLK4
chr3	40844886	40848886	-	MFSD8
chr3	40844970	40848970	+	ABHD18
chr3	40900543	40904543	-	1700034I23RIK
chr3	40948354	40952354	+	LARP1B
chr3	41081046	41085046	-	PGRMC2
chr3	41553731	41557731	+	JADE1
chr3	41740514	41744514	-	SCLT1
chr3	41740611	41744611	+	D3ERTD751E
chr3	45376398	45380398	+	PCDH10
chr3	46446219	46450219	-	PABPC4L
chr3	49755325	49759325	-	PCDH18
chr3	50441614	50445614	-	SLC7A11
chr3	51222447	51226447	+	NOCT
chr3	51338663	51342663	-	ELF2
chr3	51394738	51398738	-	MGARP
chr3	51406988	51410988	-	NDUFC1
chr3	51413148	51417148	+	NAA15
chr3	51481920	51485920	+	RAB33B
chr3	51558879	51562879	-	SETD7
chr3	51658360	51662360	+	MGST2
chr3	52103076	52107076	-	MAML3
chr3	52266336	52270336	+	FOXO1
chr3	53015237	53019237	-	COG6
chr3	53039528	53043528	+	LHFP
chr3	53461332	53465332	-	NHLRC3
chr3	53461666	53465666	+	PROSER1
chr3	53486653	53490653	+	STOML3
chr3	53655355	53659355	-	FREM2
chr3	53843086	53847086	+	GM10985
chr3	53861830	53865830	-	UFM1
chr3	54154035	54158035	+	TRPC4
chr3	54359109	54363109	+	POSTN
chr3	54690807	54694807	+	SUPT20
chr3	54712353	54716353	-	GM21958
chr3	54733393	54737393	-	EXOSC8
chr3	54733539	54737539	+	ALG5
chr3	54753582	54757582	+	SMAD9
chr3	54805791	54809791	-	RFXAP
chr3	54913887	54917887	-	SERTM1
chr3	55053501	55057501	-	CCNA1
chr3	55110108	55114108	+	SPG20
chr3	55135339	55139339	+	CCDC169
chr3	55180028	55184028	+	SOHLH2
chr3	55240364	55244364	+	DCLK1
chr3	55470210	55474210	-	GM21954
chr3	56181701	56185701	-	NBEA
chr3	55780510	55784510	+	MAB21L1
chr3	57299988	57303988	-	TM4SF1
chr3	57423314	57427314	+	TM4SF4
chr3	57573910	57577910	-	WWTR1
chr3	57649715	57653715	-	COMMD2
chr3	57690799	57694799	-	ANKUB1
chr3	57734062	57738062	+	RNF13
chr3	57846079	57850079	-	PFN2
chr3	58412715	58416715	+	TSC22D2
chr3	58523892	58527892	-	SERP1
chr3	58523821	58527821	+	EIF2A
chr3	58574636	58578636	+	SELT
chr3	58635207	58639207	-	ERICH6
chr3	58690400	58694400	-	SIAH2
chr3	58883340	58887340	-	CLRN1
chr3	59003825	59007825	+	MED12L
chr3	59099821	59103821	-	GPR171
chr3	59151618	59155618	-	P2RY14
chr3	59193104	59197104	-	GPR87
chr3	59208882	59212882	-	P2RY13
chr3	59260871	59264871	-	P2RY12
chr3	59342394	59346394	-	IGSF10
chr3	59727790	59731790	+	GM5538
chr3	59859051	59863051	+	GM8298
chr3	59923214	59927214	+	C130079G13RIK
chr3	60004743	60008743	+	AADACL2
chr3	60023717	60027717	+	AADAC
chr3	60079869	60083869	+	SUCNR1
chr3	60470830	60474830	+	MBNL1
chr3	61000795	61004795	+	P2RY1
chr3	61359638	61363638	+	RAP2B
chr3	61363951	61367951	-	B430305J03RIK
chr3	62336344	62340344	+	ARHGEF26
chr3	62505004	62509004	-	DHX36
chr3	62603140	62607140	-	GPR149
chr3	63239537	63243537	+	MME
chr3	63481879	63485879	-	GM34302
chr3	63897472	63901472	-	PLCH1
chr3	63927472	63931472	-	E130311K13RIK
chr3	63962768	63966768	-	SLC33A1
chr3	63974106	63978106	+	GMPS
chr3	64079642	64083642	+	VMN2R1
chr3	64138543	64142543	-	VMN2R2
chr3	64285495	64289495	-	VMN2R3
chr3	64413296	64417296	-	VMN2R4
chr3	64507735	64511735	-	VMN2R5
chr3	64563298	64567298	-	VMN2R6
chr3	64842765	64846765	-	VMN2R7
chr3	65107384	65111384	+	KCNAB1
chr3	65390623	65394623	-	SSR3
chr3	65526410	65530410	+	TIPARP
chr3	65664228	65668228	+	LEKR1
chr3	65956249	65960249	-	CCNL1
chr3	66294837	66298837	-	VEPH1
chr3	66217910	66221910	+	PTX3
chr3	66979771	66983771	-	SHOX2
chr3	66979390	66983390	+	RSRC1
chr3	67373163	67377163	-	GM17402
chr3	67372097	67376097	+	MLF1
chr3	67428096	67432096	+	GFM1
chr3	67461926	67465926	-	LXN
chr3	67513523	67517523	-	RARRES1
chr3	67580741	67584741	+	MFSD1
chr3	67890220	67894220	+	IQCJ
chr3	67890232	67894232	+	GM21949
chr3	68062802	68066802	+	SCHIP1
chr3	68688644	68692644	+	IL12A
chr3	68868266	68872266	-	GM17641
chr3	68867586	68871586	+	1110032F04RIK
chr3	69002570	69006570	-	IFT80
chr3	69002738	69006738	+	SMC4
chr3	69042755	69046755	-	TRIM59
chr3	69125113	69129113	-	KPNA4
chr3	69220419	69224419	+	ARL14
chr3	69314861	69318861	+	PPM1L
chr3	69596960	69600960	-	B3GALNT1
chr3	69719985	69723985	+	NMD3
chr3	69857940	69861940	-	SPTSSB
chr3	70005613	70009613	+	OTOL1
chr3	72965863	72969863	-	SIS
chr3	73055803	73059803	-	SLITRK3
chr3	73706415	73710415	-	BCHE
chr3	75163034	75167034	-	ZBBX
chr3	75268078	75272078	-	SERPINI2
chr3	75480156	75484156	-	WDR49
chr3	75554856	75558856	-	PDCD10
chr3	75555547	75559547	+	SERPINI1
chr3	75746197	75750197	+	GM29133
chr3	75954949	75958949	-	GOLIM4
chr3	76072270	76076270	+	FSTL5
chr3	79284517	79288517	-	RAPGEF2
chr3	79334661	79338661	+	GM17359
chr3	79565796	79569796	-	FNIP2
chr3	79589342	79593342	+	PPID
chr3	79627500	79631500	-	ETFDH
chr3	79627079	79631079	+	4930579G24RIK
chr3	79735880	79739880	-	RXFP1
chr3	79850773	79854773	-	TMEM144
chr3	79882533	79886533	+	FAM198B
chr3	80800835	80804835	-	GRIA2
chr3	80911660	80915660	-	GLRB
chr3	81034416	81038416	+	PDGFC
chr3	81930601	81934601	+	CTSO
chr3	81974202	81978202	-	TDO2
chr3	81980290	81984290	+	ASIC5
chr3	82072689	82076689	-	GUCY1B3
chr3	82143789	82147789	-	GUCY1A3
chr3	82356044	82360044	+	MAP9
chr3	82546084	82550084	-	NPY2R
chr3	82874483	82878483	-	RBM46
chr3	82901973	82905973	-	LRAT
chr3	83005724	83009724	+	FGG
chr3	83024076	83028076	+	FGA
chr3	83047863	83051863	-	FGB
chr3	83053522	83057522	+	PLRG1
chr3	83125948	83129948	+	DCHS2
chr3	83764321	83768321	+	SFRP2
chr3	83839767	83843767	-	TLR2
chr3	84038175	84042175	-	D930015E06RIK
chr3	84153786	84157786	-	MND1
chr3	84304877	84308877	-	TRIM2
chr3	84172104	84176104	+	GM6525
chr3	84478429	84482429	-	FHDC1
chr3	84580625	84584625	-	ARFIP1
chr3	85885518	85889518	-	GM37240
chr3	84591574	84595574	+	TIGD4
chr3	84664192	84668192	+	TMEM154
chr3	84813268	84817268	+	FBXW7
chr3	85572119	85576119	+	GATB
chr3	85815291	85819291	-	FAM160A1
chr3	85885516	85889516	-	GLT28D2
chr3	85969109	85973109	+	SH3D19
chr3	86000491	86004491	-	PRSS48
chr3	86140702	86144702	-	RPS3A1
chr3	86222680	86226680	+	LRBA
chr3	86546629	86550629	-	MAB21L2
chr3	86918852	86922852	-	DCLK2
chr3	86984551	86988551	+	CD1D2
chr3	86997441	87001441	-	CD1D1
chr3	87172747	87176747	-	KIRREL
chr3	87261738	87265738	-	FCRLS
chr3	87355881	87359881	+	CD5L
chr3	87374387	87378387	+	FCRL1
chr3	87433773	87437773	+	FCRL5
chr3	87523407	87527407	+	ETV3
chr3	87615559	87619559	+	ARHGEF11
chr3	87746625	87750625	-	LRRC71
chr3	87822306	87826306	-	PEAR1
chr3	87793162	87797162	-	NTRK1
chr3	87794951	87798951	+	INSRR
chr3	87844755	87848755	+	SH2D2A
chr3	87883608	87887608	-	PRCC
chr3	87904321	87908321	+	HDGF
chr3	87917506	87921506	+	MRPL24
chr3	87928717	87932717	-	RRNAD1
chr3	87928314	87932314	+	ISG20L2
chr3	87946666	87950666	+	CRABP2
chr3	87969078	87973078	+	NES
chr3	87998230	88002230	-	BCAN
chr3	88025583	88029583	-	HAPLN2
chr3	88041108	88045108	+	GPATCH4
chr3	88056495	88060495	-	APOA1BP
chr3	88076304	88080304	-	TTC24
chr3	88079971	88083971	+	IQGAP3
chr3	88140372	88144372	+	MEF2D
chr3	88252709	88256709	-	RHBG
chr3	88285210	88289210	-	GM38392
chr3	88294999	88298999	-	TSACC
chr3	88295116	88299116	+	CCT3
chr3	88323023	88327023	+	GLMP
chr3	88334148	88338148	-	TMEM79
chr3	88334260	88338260	+	SMG5
chr3	88362584	88366584	+	PAQR6
chr3	88370743	88374743	-	BGLAP3
chr3	88376699	88380699	-	BGLAP2
chr3	88382464	88386464	-	BGLAP
chr3	88408331	88412331	-	PMF1
chr3	88423139	88427139	-	SLC25A44
chr3	88459182	88463182	-	SEMA4A
chr3	88507956	88511956	-	LMNA
chr3	88530395	88534395	+	MEX3A
chr3	88546300	88550300	-	RAB25
chr3	88551074	88555074	-	LAMTOR2
chr3	88551758	88555758	+	UBQLN4
chr3	88573876	88577876	+	SSR2
chr3	88605454	88609454	+	ARHGEF2
chr3	88651142	88655142	-	RXFP4
chr3	88683803	88687803	+	2810403A07RIK
chr3	88714838	88718838	+	RIT1
chr3	88773164	88777164	-	SYT11
chr3	88833231	88837231	+	GON4L
chr3	88911999	88915999	-	MSTO1
chr3	88949181	88953181	-	DAP3
chr3	88948622	88952622	+	ASH1L
chr3	89099099	89103099	-	GM43738
chr3	89091311	89095311	-	RUSC1
chr3	89099959	89103959	-	FDPS
chr3	89134142	89138142	+	PKLR
chr3	89158196	89162196	-	HCN3
chr3	89162795	89166795	+	CLK2
chr3	89175473	89179473	+	SCAMP3
chr3	89181143	89185143	+	FAM189B
chr3	89200928	89204928	+	GBA
chr3	89225088	89229088	-	MTX1
chr3	89213180	89217180	+	THBS3
chr3	89227057	89231057	+	MUC1
chr3	89244309	89248309	-	TRIM46
chr3	89243966	89247966	+	KRTCAP2
chr3	89257358	89261358	+	DPM3
chr3	89268570	89272570	-	SLC50A1
chr3	89279142	89283142	-	EFNA1
chr3	89320965	89324965	-	EFNA3
chr3	89336028	89340028	-	EFNA4
chr3	89347996	89351996	-	ADAM15
chr3	89363253	89367253	-	DCST1
chr3	89359975	89363975	+	DCST2
chr3	89392776	89396776	-	ZBTB7B
chr3	89400793	89404793	-	LENEP
chr3	89409870	89413870	-	FLAD1
chr3	89416383	89420383	-	CKS1B
chr3	89416443	89420443	+	SHC1
chr3	89428214	89432214	+	PYGO2
chr3	89434706	89438706	+	PBXIP1
chr3	89452541	89456541	+	PMVK
chr3	89518164	89522164	+	KCNN3
chr3	89713022	89717022	+	ADAR
chr3	89762632	89766632	-	CHRNB2
chr3	89771616	89775616	+	UBE2Q1
chr3	89829370	89833370	+	SHE
chr3	89911196	89915196	-	IL6RA
chr3	89961508	89965508	-	ATP8B2
chr3	89996780	90000780	-	HAX1
chr3	90050628	90054628	-	UBAP2L
chr3	90049636	90053636	+	4933434E20RIK
chr3	90070649	90074649	+	TPM3
chr3	90102132	90106132	+	NUP210L
chr3	90211651	90215651	-	RPS27
chr3	90211695	90215695	+	RAB13
chr3	90229597	90233597	+	JTB
chr3	90241512	90245512	-	CREB3L4
chr3	90246172	90250172	+	SLC39A1
chr3	90252163	90256163	+	CRTC2
chr3	90263185	90267185	+	DENND4B
chr3	90291178	90295178	+	GATAD2B
chr3	90387938	90391938	-	SLC27A3
chr3	90431622	90435622	-	INTS3
chr3	90463866	90467866	-	NPR1
chr3	90474126	90478126	+	ILF2
chr3	90489033	90493033	-	SNAPIN
chr3	90507498	90511498	-	CHTOP
chr3	90512392	90516392	-	S100A1
chr3	90512435	90516435	+	S100A13
chr3	90524856	90528856	+	S100A14
chr3	90535254	90539254	+	S100A16
chr3	90558578	90562578	+	S100A3
chr3	90588247	90592247	+	S100A2
chr3	90599904	90603904	+	GM42674
chr3	90601771	90605771	+	S100A4
chr3	90606523	90610523	+	S100A5
chr3	90610882	90614882	+	S100A6
chr3	90652302	90656302	+	S100A7A
chr3	90666978	90670978	+	S100A8
chr3	90693721	90697721	-	S100A9
chr3	90724906	90728906	+	PGLYRP4
chr3	90775876	90779876	-	GM5849
chr3	91088803	91092803	-	9130204L05RIK
chr3	92012583	92016583	+	PGLYRP3
chr3	92081142	92085142	-	LOR
chr3	92121947	92125947	-	PRR9
chr3	92140744	92144744	-	LELP1
chr3	92213799	92217799	+	SPRR2A1
chr3	92213920	92217920	+	SPRR2A2
chr3	92283417	92287417	+	SPRR2A3
chr3	92314620	92318620	+	SPRR2B
chr3	92337140	92341140	+	SPRR2D
chr3	92350143	92354143	+	SPRR2E
chr3	92363187	92367187	+	SPRR2F
chr3	92383685	92387685	+	SPRR2H
chr3	92405991	92409991	+	SPRR2I
chr3	92416082	92420082	+	SPRR2J-PS
chr3	92427423	92431423	-	GM9774
chr3	92430582	92434582	+	SPRR2K
chr3	92436789	92440789	-	SPRR1B
chr3	92456720	92460720	-	SPRR3
chr3	92483895	92487895	-	SPRR1A
chr3	92498493	92502493	-	SPRR4
chr3	92532511	92536511	-	2310046K23RIK
chr3	92571735	92575735	-	IVL
chr3	92586997	92590997	-	SMCP
chr3	92605492	92609492	-	2210017I01RIK
chr3	92619660	92623660	-	LCE6A
chr3	92646307	92650307	-	LCE1A1
chr3	92654926	92658926	-	LCE1B
chr3	92668315	92672315	-	LCE1A2
chr3	92677247	92681247	+	LCE1C
chr3	92685210	92689210	-	LCE1D
chr3	92707074	92711074	-	LCE1E
chr3	92718350	92722350	-	LCE1F
chr3	92737096	92741096	-	GM38119
chr3	92750338	92754338	-	LCE1G
chr3	92763065	92767065	-	LCE1H
chr3	92776899	92780899	-	LCE1I
chr3	92788514	92792514	-	LCE1J
chr3	92805891	92809891	-	LCE1K
chr3	92825247	92829247	-	KPRP
chr3	92849286	92853286	-	LCE1L
chr3	92868216	92872216	-	2310050C09RIK
chr3	92924230	92928230	-	LCE3A
chr3	92930979	92934979	+	LCE3B
chr3	92942486	92946486	+	LCE3C
chr3	92955390	92959390	+	LCE3D
chr3	92965061	92969061	+	LCE3E
chr3	92990226	92994226	+	LCE3F
chr3	93013687	93017687	-	CRCT1
chr3	93017060	93021060	-	LCE1M
chr3	93066823	93070823	+	GM4858
chr3	93142787	93146787	+	CRNN
chr3	93195278	93199278	+	FLG2
chr3	93271523	93275523	+	FLG
chr3	93279325	93283325	+	FLG
chr3	93280826	93284826	+	FLG
chr3	93282302	93286302	+	FLG
chr3	93284577	93288577	+	FLG
chr3	93286095	93290095	+	FLG
chr3	93288366	93292366	+	FLG
chr3	93317749	93321749	+	HRNR
chr3	93391699	93395699	+	RPTN
chr3	93440330	93444330	+	TCHH
chr3	93466754	93470754	+	TCHHL1
chr3	93518488	93522488	+	S100A11
chr3	93553080	93557080	+	S100A10
chr3	93650686	93654686	-	TDPOZ2
chr3	93674310	93678310	-	TDPOZ1
chr3	93691070	93695070	-	GM37596
chr3	93771000	93775000	+	GM5773
chr3	93794398	93798398	+	TDPOZ4
chr3	93824020	93828020	+	TDPOZ3
chr3	93941543	93945543	-	GM9117
chr3	93959314	93963314	-	TDPOZ5
